lead_id,date,campaign_id,channel,region,lead_source,lead_status,deal_value,days_to_convert
LEAD-000294,2023-03-03,CMP-0004,TikTok Ads,North America,Organic,Won,6701.08,36.0
LEAD-000295,2023-03-03,CMP-0004,TikTok Ads,North America,Paid,Won,2027.91,84.0
LEAD-000296,2023-03-03,CMP-0004,TikTok Ads,North America,Organic,Qualified,0.0,
LEAD-000297,2023-03-03,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000298,2023-03-04,CMP-0004,TikTok Ads,North America,Paid,Proposal,7334.17,
LEAD-000299,2023-03-04,CMP-0004,TikTok Ads,North America,Referral,Contacted,0.0,
LEAD-000300,2023-03-04,CMP-0004,TikTok Ads,North America,Paid,Proposal,7522.52,
LEAD-000301,2023-03-06,CMP-0004,TikTok Ads,North America,Referral,Won,8809.1,11.0
LEAD-000302,2023-03-07,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000303,2023-03-07,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000304,2023-03-07,CMP-0004,TikTok Ads,North America,Direct,New,0.0,
LEAD-000305,2023-03-07,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000306,2023-03-08,CMP-0004,TikTok Ads,North America,Referral,Qualified,0.0,
LEAD-000307,2023-03-08,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000308,2023-03-08,CMP-0004,TikTok Ads,North America,Direct,Contacted,0.0,
LEAD-000309,2023-03-09,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000310,2023-03-09,CMP-0004,TikTok Ads,North America,Paid,Lost,0.0,
LEAD-000311,2023-03-10,CMP-0004,TikTok Ads,North America,Organic,Proposal,6503.45,
LEAD-000312,2023-03-10,CMP-0004,TikTok Ads,North America,Organic,Qualified,0.0,
LEAD-000313,2023-03-10,CMP-0004,TikTok Ads,North America,Direct,New,0.0,
LEAD-000314,2023-03-10,CMP-0004,TikTok Ads,North America,Organic,Lost,0.0,
LEAD-000315,2023-03-10,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000316,2023-03-12,CMP-0004,TikTok Ads,North America,Paid,Won,7834.66,85.0
LEAD-000317,2023-03-13,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000318,2023-03-13,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000319,2023-03-13,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000320,2023-03-13,CMP-0004,TikTok Ads,North America,Organic,Qualified,0.0,
LEAD-000321,2023-03-14,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000322,2023-03-14,CMP-0004,TikTok Ads,North America,Paid,Won,6199.53,25.0
LEAD-000323,2023-03-14,CMP-0004,TikTok Ads,North America,Organic,Contacted,0.0,
LEAD-000324,2023-03-15,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000325,2023-03-15,CMP-0004,TikTok Ads,North America,Paid,Proposal,4097.12,
LEAD-000326,2023-03-15,CMP-0004,TikTok Ads,North America,Paid,Lost,0.0,
LEAD-000327,2023-03-15,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000328,2023-03-15,CMP-0004,TikTok Ads,North America,Direct,Lost,0.0,
LEAD-000329,2023-03-16,CMP-0004,TikTok Ads,North America,Paid,Proposal,9560.99,
LEAD-000330,2023-03-17,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000331,2023-03-18,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000332,2023-03-18,CMP-0004,TikTok Ads,North America,Referral,Qualified,0.0,
LEAD-000333,2023-03-18,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000334,2023-03-18,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000335,2023-03-19,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000336,2023-03-19,CMP-0004,TikTok Ads,North America,Paid,Won,5406.29,20.0
LEAD-000337,2023-03-20,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000338,2023-03-21,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000339,2023-03-21,CMP-0004,TikTok Ads,North America,Paid,Lost,0.0,
LEAD-000340,2023-03-21,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000341,2023-03-21,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000342,2023-03-21,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000343,2023-03-22,CMP-0004,TikTok Ads,North America,Organic,Qualified,0.0,
LEAD-000344,2023-03-22,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000345,2023-03-22,CMP-0004,TikTok Ads,North America,Referral,Qualified,0.0,
LEAD-000346,2023-03-22,CMP-0004,TikTok Ads,North America,Paid,Proposal,4991.29,
LEAD-000347,2023-03-23,CMP-0004,TikTok Ads,North America,Paid,Won,3423.49,7.0
LEAD-000348,2023-03-23,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000349,2023-03-23,CMP-0004,TikTok Ads,North America,Paid,Proposal,9648.84,
LEAD-000350,2023-03-23,CMP-0004,TikTok Ads,North America,Organic,Qualified,0.0,
LEAD-000351,2023-03-23,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000352,2023-03-24,CMP-0004,TikTok Ads,North America,Paid,Won,6713.87,48.0
LEAD-000353,2023-03-24,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000354,2023-03-25,CMP-0004,TikTok Ads,North America,Referral,Lost,0.0,
LEAD-000355,2023-03-25,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000356,2023-03-25,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000357,2023-03-26,CMP-0004,TikTok Ads,North America,Direct,Contacted,0.0,
LEAD-000358,2023-03-26,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000359,2023-03-27,CMP-0004,TikTok Ads,North America,Referral,Proposal,7485.28,
LEAD-000360,2023-03-27,CMP-0004,TikTok Ads,North America,Referral,Contacted,0.0,
LEAD-000361,2023-03-27,CMP-0004,TikTok Ads,North America,Organic,Qualified,0.0,
LEAD-000362,2023-03-28,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000363,2023-03-28,CMP-0004,TikTok Ads,North America,Referral,Proposal,7798.16,
LEAD-000364,2023-03-28,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000365,2023-03-28,CMP-0004,TikTok Ads,North America,Direct,Contacted,0.0,
LEAD-000366,2023-03-28,CMP-0004,TikTok Ads,North America,Paid,Proposal,3693.46,
LEAD-000367,2023-03-29,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000368,2023-03-29,CMP-0004,TikTok Ads,North America,Organic,Lost,0.0,
LEAD-000369,2023-03-29,CMP-0004,TikTok Ads,North America,Organic,Proposal,5959.63,
LEAD-000370,2023-03-29,CMP-0004,TikTok Ads,North America,Direct,Qualified,0.0,
LEAD-000371,2023-03-29,CMP-0004,TikTok Ads,North America,Organic,Qualified,0.0,
LEAD-000372,2023-03-30,CMP-0004,TikTok Ads,North America,Organic,Contacted,0.0,
LEAD-000373,2023-03-30,CMP-0004,TikTok Ads,North America,Referral,Proposal,5044.28,
LEAD-000374,2023-03-30,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000375,2023-03-30,CMP-0004,TikTok Ads,North America,Organic,Lost,0.0,
LEAD-000376,2023-03-30,CMP-0004,TikTok Ads,North America,Organic,Qualified,0.0,
LEAD-000377,2023-03-31,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000378,2023-03-31,CMP-0004,TikTok Ads,North America,Referral,Contacted,0.0,
LEAD-000379,2023-04-01,CMP-0004,TikTok Ads,North America,Organic,Qualified,0.0,
LEAD-000380,2023-04-01,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000381,2023-04-02,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000382,2023-04-02,CMP-0004,TikTok Ads,North America,Referral,Contacted,0.0,
LEAD-000383,2023-04-03,CMP-0004,TikTok Ads,North America,Direct,Qualified,0.0,
LEAD-000384,2023-04-04,CMP-0004,TikTok Ads,North America,Organic,Contacted,0.0,
LEAD-000385,2023-04-06,CMP-0004,TikTok Ads,North America,Paid,Proposal,2539.67,
LEAD-000386,2023-04-06,CMP-0004,TikTok Ads,North America,Paid,Won,8236.17,34.0
LEAD-000387,2023-04-06,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000388,2023-04-07,CMP-0004,TikTok Ads,North America,Direct,Won,3202.03,1.0
LEAD-000389,2023-04-07,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000390,2023-04-07,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000391,2023-04-07,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000392,2023-04-07,CMP-0004,TikTok Ads,North America,Organic,Won,6979.61,20.0
LEAD-000393,2023-04-08,CMP-0004,TikTok Ads,North America,Paid,Proposal,8901.28,
LEAD-000394,2023-04-08,CMP-0004,TikTok Ads,North America,Direct,Contacted,0.0,
LEAD-000395,2023-04-08,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000396,2023-04-08,CMP-0004,TikTok Ads,North America,Organic,Proposal,9101.91,
LEAD-000397,2023-04-09,CMP-0004,TikTok Ads,North America,Referral,New,0.0,
LEAD-000398,2023-04-10,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000399,2023-04-10,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000400,2023-04-10,CMP-0004,TikTok Ads,North America,Direct,Qualified,0.0,
LEAD-000401,2023-04-10,CMP-0004,TikTok Ads,North America,Direct,Won,4290.34,88.0
LEAD-000402,2023-04-10,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000403,2023-04-11,CMP-0004,TikTok Ads,North America,Paid,Won,4674.58,54.0
LEAD-000404,2023-04-12,CMP-0004,TikTok Ads,North America,Organic,Lost,0.0,
LEAD-000405,2023-04-13,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000406,2023-04-13,CMP-0004,TikTok Ads,North America,Referral,Contacted,0.0,
LEAD-000407,2023-04-13,CMP-0004,TikTok Ads,North America,Paid,Proposal,6983.87,
LEAD-000408,2023-04-13,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000409,2023-04-14,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000410,2023-04-14,CMP-0004,TikTok Ads,North America,Paid,Won,8005.99,38.0
LEAD-000411,2023-04-14,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000412,2023-04-15,CMP-0004,TikTok Ads,North America,Direct,Lost,0.0,
LEAD-000413,2023-04-15,CMP-0004,TikTok Ads,North America,Referral,Won,9407.35,34.0
LEAD-000414,2023-04-17,CMP-0004,TikTok Ads,North America,Organic,Qualified,0.0,
LEAD-000415,2023-04-17,CMP-0004,TikTok Ads,North America,Referral,Proposal,5336.96,
LEAD-000416,2023-04-17,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000417,2023-04-17,CMP-0004,TikTok Ads,North America,Paid,Won,2615.93,46.0
LEAD-000418,2023-04-17,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000419,2023-04-18,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000420,2023-04-18,CMP-0004,TikTok Ads,North America,Organic,Proposal,2683.26,
LEAD-000421,2023-04-19,CMP-0004,TikTok Ads,North America,Organic,Lost,0.0,
LEAD-000422,2023-04-19,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000423,2023-04-19,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000424,2023-04-19,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000425,2023-04-19,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000426,2023-04-20,CMP-0004,TikTok Ads,North America,Referral,New,0.0,
LEAD-000427,2023-04-20,CMP-0004,TikTok Ads,North America,Paid,Lost,0.0,
LEAD-000428,2023-04-20,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000429,2023-04-20,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000430,2023-04-20,CMP-0004,TikTok Ads,North America,Paid,Won,3123.83,77.0
LEAD-000431,2023-04-21,CMP-0004,TikTok Ads,North America,Direct,Won,2538.7,90.0
LEAD-000432,2023-04-22,CMP-0004,TikTok Ads,North America,Organic,Proposal,4555.96,
LEAD-000433,2023-04-24,CMP-0004,TikTok Ads,North America,Organic,Qualified,0.0,
LEAD-000434,2023-04-24,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000435,2023-04-24,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000436,2023-04-25,CMP-0004,TikTok Ads,North America,Referral,Contacted,0.0,
LEAD-000437,2023-04-25,CMP-0004,TikTok Ads,North America,Organic,Contacted,0.0,
LEAD-000438,2023-04-25,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000439,2023-04-25,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000440,2023-04-25,CMP-0004,TikTok Ads,North America,Paid,Proposal,3280.26,
LEAD-000441,2023-04-26,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000442,2023-04-26,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000443,2023-04-27,CMP-0004,TikTok Ads,North America,Paid,Proposal,3731.19,
LEAD-000444,2023-04-27,CMP-0004,TikTok Ads,North America,Referral,Contacted,0.0,
LEAD-000445,2023-04-27,CMP-0004,TikTok Ads,North America,Paid,Lost,0.0,
LEAD-000446,2023-04-27,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000447,2023-04-27,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000448,2023-04-28,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000449,2023-04-28,CMP-0004,TikTok Ads,North America,Referral,New,0.0,
LEAD-000450,2023-04-28,CMP-0004,TikTok Ads,North America,Paid,New,0.0,
LEAD-000451,2023-04-28,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000452,2023-04-30,CMP-0004,TikTok Ads,North America,Paid,Lost,0.0,
LEAD-000453,2023-05-01,CMP-0004,TikTok Ads,North America,Direct,Proposal,5486.72,
LEAD-000454,2023-05-01,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000455,2023-05-02,CMP-0004,TikTok Ads,North America,Paid,Contacted,0.0,
LEAD-000456,2023-05-02,CMP-0004,TikTok Ads,North America,Paid,Qualified,0.0,
LEAD-000457,2023-05-03,CMP-0004,TikTok Ads,North America,Organic,New,0.0,
LEAD-000458,2023-12-11,CMP-0005,Meta Ads,Europe,Paid,Won,3746.24,59.0
LEAD-000459,2023-12-11,CMP-0005,Meta Ads,Europe,Paid,Won,5769.49,14.0
LEAD-000460,2023-12-18,CMP-0005,Meta Ads,Europe,Paid,Lost,0.0,
LEAD-000461,2023-12-25,CMP-0005,Meta Ads,Europe,Paid,Qualified,0.0,
LEAD-000462,2023-12-25,CMP-0005,Meta Ads,Europe,Direct,Contacted,0.0,
LEAD-000463,2023-12-25,CMP-0005,Meta Ads,Europe,Referral,Qualified,0.0,
LEAD-000464,2023-12-26,CMP-0005,Meta Ads,Europe,Organic,Won,8097.46,13.0
LEAD-000465,2023-12-27,CMP-0005,Meta Ads,Europe,Organic,New,0.0,
LEAD-000466,2023-12-29,CMP-0005,Meta Ads,Europe,Organic,Qualified,0.0,
LEAD-000467,2023-12-29,CMP-0005,Meta Ads,Europe,Paid,Contacted,0.0,
LEAD-000468,2023-12-29,CMP-0005,Meta Ads,Europe,Direct,Won,10175.03,31.0
LEAD-000469,2023-12-29,CMP-0005,Meta Ads,Europe,Paid,Qualified,0.0,
LEAD-000470,2024-01-08,CMP-0005,Meta Ads,Europe,Direct,Lost,0.0,
LEAD-000471,2024-01-08,CMP-0005,Meta Ads,Europe,Referral,Won,3975.51,33.0
LEAD-000472,2024-01-09,CMP-0005,Meta Ads,Europe,Direct,Qualified,0.0,
LEAD-000473,2024-01-09,CMP-0005,Meta Ads,Europe,Paid,Proposal,3316.73,
LEAD-000474,2024-01-10,CMP-0005,Meta Ads,Europe,Organic,Won,2600.28,32.0
LEAD-000475,2024-01-11,CMP-0005,Meta Ads,Europe,Direct,Lost,0.0,
LEAD-000476,2024-01-12,CMP-0005,Meta Ads,Europe,Paid,Won,4089.26,57.0
LEAD-000477,2023-02-14,CMP-0006,Email Marketing,LATAM,Paid,Won,8508.34,4.0
LEAD-000478,2023-02-14,CMP-0006,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-000479,2023-02-14,CMP-0006,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-000480,2023-02-14,CMP-0006,Email Marketing,LATAM,Direct,Lost,0.0,
LEAD-000481,2023-02-14,CMP-0006,Email Marketing,LATAM,Paid,Proposal,8010.35,
LEAD-000482,2023-02-15,CMP-0006,Email Marketing,LATAM,Referral,Won,9198.17,61.0
LEAD-000483,2023-02-15,CMP-0006,Email Marketing,LATAM,Direct,Qualified,0.0,
LEAD-000484,2023-02-15,CMP-0006,Email Marketing,LATAM,Paid,Won,9165.52,18.0
LEAD-000485,2023-02-15,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,
LEAD-000486,2023-02-15,CMP-0006,Email Marketing,LATAM,Referral,Qualified,0.0,
LEAD-000487,2023-02-16,CMP-0006,Email Marketing,LATAM,Paid,Won,2414.07,28.0
LEAD-000488,2023-02-16,CMP-0006,Email Marketing,LATAM,Paid,Proposal,9059.76,
LEAD-000489,2023-02-16,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,
LEAD-000490,2023-02-16,CMP-0006,Email Marketing,LATAM,Referral,Won,8034.62,64.0
LEAD-000491,2023-02-16,CMP-0006,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-000492,2023-02-17,CMP-0006,Email Marketing,LATAM,Organic,Won,8434.62,36.0
LEAD-000493,2023-02-17,CMP-0006,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-000494,2023-02-17,CMP-0006,Email Marketing,LATAM,Referral,Won,5494.94,69.0
LEAD-000495,2023-02-17,CMP-0006,Email Marketing,LATAM,Organic,Proposal,3658.94,
LEAD-000496,2023-02-17,CMP-0006,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-000497,2023-02-18,CMP-0006,Email Marketing,LATAM,Referral,Won,8027.52,75.0
LEAD-000498,2023-02-18,CMP-0006,Email Marketing,LATAM,Paid,Proposal,7594.53,
LEAD-000499,2023-02-18,CMP-0006,Email Marketing,LATAM,Organic,Proposal,8439.5,
LEAD-000500,2023-02-18,CMP-0006,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-000501,2023-02-18,CMP-0006,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-000502,2023-02-19,CMP-0006,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-000503,2023-02-19,CMP-0006,Email Marketing,LATAM,Paid,Won,5675.36,67.0
LEAD-000504,2023-02-19,CMP-0006,Email Marketing,LATAM,Direct,New,0.0,
LEAD-000505,2023-02-19,CMP-0006,Email Marketing,LATAM,Organic,Won,2317.85,30.0
LEAD-000506,2023-02-19,CMP-0006,Email Marketing,LATAM,Direct,Qualified,0.0,
LEAD-000507,2023-02-20,CMP-0006,Email Marketing,LATAM,Paid,Won,3847.88,78.0
LEAD-000508,2023-02-20,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-000509,2023-02-20,CMP-0006,Email Marketing,LATAM,Paid,Won,7803.74,76.0
LEAD-000510,2023-02-20,CMP-0006,Email Marketing,LATAM,Organic,Contacted,0.0,
LEAD-000511,2023-02-20,CMP-0006,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-000512,2023-02-21,CMP-0006,Email Marketing,LATAM,Paid,Won,7759.32,61.0
LEAD-000513,2023-02-21,CMP-0006,Email Marketing,LATAM,Direct,Lost,0.0,
LEAD-000514,2023-02-21,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,
LEAD-000515,2023-02-21,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,
LEAD-000516,2023-02-21,CMP-0006,Email Marketing,LATAM,Direct,Lost,0.0,
LEAD-000517,2023-02-22,CMP-0006,Email Marketing,LATAM,Paid,Proposal,7268.98,
LEAD-000518,2023-02-22,CMP-0006,Email Marketing,LATAM,Referral,Won,5195.99,59.0
LEAD-000519,2023-02-22,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-000520,2023-02-22,CMP-0006,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-000521,2023-02-22,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,
LEAD-000522,2023-02-23,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,
LEAD-000523,2023-02-23,CMP-0006,Email Marketing,LATAM,Referral,Proposal,2583.67,
LEAD-000524,2023-02-23,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-000525,2023-02-23,CMP-0006,Email Marketing,LATAM,Referral,Qualified,0.0,
LEAD-000526,2023-02-23,CMP-0006,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-000527,2023-02-24,CMP-0006,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-000528,2023-02-24,CMP-0006,Email Marketing,LATAM,Referral,Won,8595.74,42.0
LEAD-000529,2023-02-24,CMP-0006,Email Marketing,LATAM,Organic,Proposal,4808.15,
LEAD-000530,2023-02-24,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-000531,2023-02-24,CMP-0006,Email Marketing,LATAM,Direct,Qualified,0.0,
LEAD-000532,2023-02-25,CMP-0006,Email Marketing,LATAM,Organic,Won,9333.85,53.0
LEAD-000533,2023-02-25,CMP-0006,Email Marketing,LATAM,Paid,Proposal,4741.0,
LEAD-000534,2023-02-25,CMP-0006,Email Marketing,LATAM,Referral,Lost,0.0,
LEAD-000535,2023-02-25,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-000536,2023-02-25,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-000537,2023-02-26,CMP-0006,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-000538,2023-02-26,CMP-0006,Email Marketing,LATAM,Organic,New,0.0,
LEAD-000539,2023-02-26,CMP-0006,Email Marketing,LATAM,Direct,Contacted,0.0,
LEAD-000540,2023-02-26,CMP-0006,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-000541,2023-02-26,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-000542,2023-02-27,CMP-0006,Email Marketing,LATAM,Referral,Won,8746.22,60.0
LEAD-000543,2023-02-27,CMP-0006,Email Marketing,LATAM,Direct,Won,9662.31,26.0
LEAD-000544,2023-02-27,CMP-0006,Email Marketing,LATAM,Organic,Won,8608.47,82.0
LEAD-000545,2023-02-27,CMP-0006,Email Marketing,LATAM,Paid,Won,2896.3,57.0
LEAD-000546,2023-02-27,CMP-0006,Email Marketing,LATAM,Referral,New,0.0,
LEAD-000547,2023-02-28,CMP-0006,Email Marketing,LATAM,Referral,Proposal,6976.7,
LEAD-000548,2023-02-28,CMP-0006,Email Marketing,LATAM,Direct,Won,4826.44,87.0
LEAD-000549,2023-02-28,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-000550,2023-02-28,CMP-0006,Email Marketing,LATAM,Direct,Won,9018.61,16.0
LEAD-000551,2023-02-28,CMP-0006,Email Marketing,LATAM,Organic,New,0.0,
LEAD-000552,2023-03-01,CMP-0006,Email Marketing,LATAM,Paid,Won,9583.93,64.0
LEAD-000553,2023-03-01,CMP-0006,Email Marketing,LATAM,Organic,Won,3739.66,78.0
LEAD-000554,2023-03-01,CMP-0006,Email Marketing,LATAM,Direct,Won,3646.76,14.0
LEAD-000555,2023-03-01,CMP-0006,Email Marketing,LATAM,Paid,Won,9970.49,21.0
LEAD-000556,2023-03-01,CMP-0006,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-000557,2023-03-02,CMP-0006,Email Marketing,LATAM,Referral,Qualified,0.0,
LEAD-000558,2023-03-02,CMP-0006,Email Marketing,LATAM,Paid,Won,6651.72,4.0
LEAD-000559,2023-03-02,CMP-0006,Email Marketing,LATAM,Referral,New,0.0,
LEAD-000560,2023-03-02,CMP-0006,Email Marketing,LATAM,Organic,Proposal,6075.45,
LEAD-000561,2023-03-02,CMP-0006,Email Marketing,LATAM,Direct,Won,4382.72,12.0
LEAD-000562,2023-03-03,CMP-0006,Email Marketing,LATAM,Organic,Proposal,9341.56,
LEAD-000563,2023-03-03,CMP-0006,Email Marketing,LATAM,Referral,Proposal,4436.41,
LEAD-000564,2023-03-03,CMP-0006,Email Marketing,LATAM,Organic,New,0.0,
LEAD-000565,2023-03-03,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,
LEAD-000566,2023-03-03,CMP-0006,Email Marketing,LATAM,Organic,Lost,0.0,
LEAD-000567,2023-03-04,CMP-0006,Email Marketing,LATAM,Paid,Proposal,5764.66,
LEAD-000568,2023-03-04,CMP-0006,Email Marketing,LATAM,Referral,Won,3532.48,37.0
LEAD-000569,2023-03-04,CMP-0006,Email Marketing,LATAM,Direct,Proposal,6591.54,
LEAD-000570,2023-03-04,CMP-0006,Email Marketing,LATAM,Organic,Won,3677.0,3.0
LEAD-000571,2023-03-04,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,
LEAD-000572,2023-03-05,CMP-0006,Email Marketing,LATAM,Referral,Proposal,4046.5,
LEAD-000573,2023-03-05,CMP-0006,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-000574,2023-03-05,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,
LEAD-000575,2023-03-05,CMP-0006,Email Marketing,LATAM,Paid,Won,8438.32,51.0
LEAD-000576,2023-03-05,CMP-0006,Email Marketing,LATAM,Organic,New,0.0,
LEAD-000577,2023-03-06,CMP-0006,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-000578,2023-03-06,CMP-0006,Email Marketing,LATAM,Paid,Contacted,0.0,
LEAD-000579,2023-03-06,CMP-0006,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-000580,2023-03-06,CMP-0006,Email Marketing,LATAM,Organic,Qualified,0.0,
LEAD-000581,2023-03-06,CMP-0006,Email Marketing,LATAM,Organic,Proposal,9806.17,
LEAD-000582,2023-03-07,CMP-0006,Email Marketing,LATAM,Paid,Proposal,7432.12,
LEAD-000583,2023-03-07,CMP-0006,Email Marketing,LATAM,Referral,Qualified,0.0,
LEAD-000584,2023-03-07,CMP-0006,Email Marketing,LATAM,Paid,Lost,0.0,
LEAD-000585,2023-03-07,CMP-0006,Email Marketing,LATAM,Referral,Proposal,5912.97,
LEAD-000586,2023-03-07,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,
LEAD-000587,2023-03-08,CMP-0006,Email Marketing,LATAM,Paid,Won,9129.78,75.0
LEAD-000588,2023-03-08,CMP-0006,Email Marketing,LATAM,Direct,Proposal,7722.51,
